system:index,LST_Day_1km_median,LST_Day_1km_stdDev,maxLST,minLST,modis_time,pixel_count,.geo
2009_08_01,31.01000000000002,8.311659295646928,{LST_Day_1km=52.59000000000003},{LST_Day_1km=27.090000000000032},1249084800000,36,
2009_08_02,27.670000000000016,1.6239631148357554,{LST_Day_1km=31.110000000000014},{LST_Day_1km=25.370000000000005},1249171200000,11,
2009_08_03,27.02000000000001,8.2008230684487,{LST_Day_1km=48.210000000000036},{LST_Day_1km=24.590000000000032},1249257600000,20,
2009_08_04,28.27000000000004,2.7816784825093426,{LST_Day_1km=34.57000000000005},{LST_Day_1km=24.27000000000004},1249344000000,19,
2009_08_05,25.360000000000014,5.740349281754835,{LST_Day_1km=45.43000000000001},{LST_Day_1km=24.230000000000018},1249430400000,18,
2009_08_06,,,{LST_Day_1km=null},{LST_Day_1km=null},1249516800000,0,
2009_08_07,,,{LST_Day_1km=null},{LST_Day_1km=null},1249603200000,0,
2009_08_08,22.33000000000004,1.3778515885246927,{LST_Day_1km=24.630000000000052},{LST_Day_1km=20.77000000000004},1249689600000,4,
2009_08_09,25.29000000000002,3.4879431398051945,{LST_Day_1km=33.27000000000004},{LST_Day_1km=20.910000000000025},1249776000000,31,
2009_08_10,26.930000000000035,7.299476959953313,{LST_Day_1km=44.93000000000001},{LST_Day_1km=21.870000000000005},1249862400000,36,
2009_08_11,29.330000000000013,4.005815578475217,{LST_Day_1km=40.01000000000005},{LST_Day_1km=23.53000000000003},1249948800000,38,
